track_id,boundary_type,boundary_frame,boundary_x,boundary_y,hand,endpoint_distance_px,recent_min_distance_px,endpoint_distance_normalized,recent_min_distance_normalized,n_synchronized_samples,motion,signed_trend,proximity_band,hand_evidence,post_contact,eligible_hand_set,preferred_hand,ambiguous,evidence_reason
1,START,2,865.577000,407.809000,LEFT,205.341417,205.341417,2.215811,2.215811,5,SEPARATING,9.930510,FAR,0,0,{},,0,far
1,START,2,865.577000,407.809000,RIGHT,136.540879,71.621405,1.473394,0.772857,5,APPROACHING,-16.189147,FAR,0,0,{},,0,far
1,END,23,886.264000,443.984000,LEFT,26.982630,26.982630,0.236296,0.236296,5,APPROACHING,-19.439532,VERY_NEAR,1,0,{LEFT},LEFT,0,very_near
1,END,23,886.264000,443.984000,RIGHT,167.614911,126.104060,1.467860,1.104335,5,SEPARATING,10.805529,FAR,0,0,{LEFT},LEFT,0,far
2,START,17,839.712000,378.190000,LEFT,181.055418,168.772065,1.495831,1.394350,4,APPROACHING,-3.823122,FAR,0,0,{},,0,far
2,START,17,839.712000,378.190000,RIGHT,61.557303,54.744770,0.508570,0.452287,4,APPROACHING,-2.243891,POSSIBLE,0,0,{},,0,possible
2,END,20,779.250000,438.331000,LEFT,168.772065,168.772065,1.394350,1.394350,4,APPROACHING,-3.823122,FAR,0,0,{RIGHT},RIGHT,0,far
2,END,20,779.250000,438.331000,RIGHT,54.744770,54.744770,0.452287,0.452287,4,APPROACHING,-2.243891,POSSIBLE,1,0,{RIGHT},RIGHT,0,possible + approaching
3,START,18,1015.834000,511.056000,LEFT,54.401756,54.401756,0.448696,0.448696,5,SEPARATING,4.408302,POSSIBLE,1,0,{LEFT},LEFT,0,possible + separating
3,START,18,1015.834000,511.056000,RIGHT,235.483609,217.691564,1.942229,1.795483,5,APPROACHING,-4.986901,FAR,0,0,{LEFT},LEFT,0,far
3,END,48,832.592000,673.457000,LEFT,361.418773,299.430559,3.718338,3.080593,5,SEPARATING,14.900000,FAR,0,0,{RIGHT},RIGHT,0,far
3,END,48,832.592000,673.457000,RIGHT,48.712624,48.712624,0.501164,0.501164,5,APPROACHING,-12.192630,POSSIBLE,1,0,{RIGHT},RIGHT,0,possible + approaching
4,START,25,793.550000,609.156000,LEFT,218.120889,218.120889,1.902162,1.902162,1,INSUFFICIENT,,FAR,0,0,{RIGHT},RIGHT,0,far
4,START,25,793.550000,609.156000,RIGHT,36.282464,36.282464,0.316408,0.316408,1,INSUFFICIENT,,VERY_NEAR,1,0,{RIGHT},RIGHT,0,very_near
4,END,25,793.550000,609.156000,LEFT,218.120889,218.120889,1.902162,1.902162,1,INSUFFICIENT,,FAR,0,0,{RIGHT},RIGHT,0,far
4,END,25,793.550000,609.156000,RIGHT,36.282464,36.282464,0.316408,0.316408,1,INSUFFICIENT,,VERY_NEAR,1,0,{RIGHT},RIGHT,0,very_near
5,START,28,869.658000,684.316000,LEFT,319.817373,319.817373,2.821354,2.821354,5,SEPARATING,7.314463,FAR,0,0,{RIGHT},RIGHT,0,far
5,START,28,869.658000,684.316000,RIGHT,25.999597,25.553925,0.229362,0.225431,5,SEPARATING,2.893741,VERY_NEAR,1,0,{RIGHT},RIGHT,0,very_near
