track_id,boundary_type,boundary_frame,event_type,boundary_x,boundary_y,eligible_hand_set,preferred_hand,ambiguous,hand_evidence,evidence_reason,video_start_boundary,video_end_boundary,proximity_band,motion,endpoint_distance_px,endpoint_distance_normalized,recent_min_distance_px,recent_min_distance_normalized,post_contact
1,START,2,NON_HAND_START,1008.378000,346.086000,{},,0,0,far,1,0,,,,,,,0
2,START,2,NON_HAND_START,937.093000,442.295000,{},,0,0,far,1,0,,,,,,,0
3,START,6,HAND_EXIT,887.487000,624.018000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,INSUFFICIENT,51.877923,0.265322,51.877923,0.265322,0
3,END,7,HAND_ENTRY,889.373000,630.857000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,INSUFFICIENT,51.899709,0.265434,51.877923,0.265322,0
2,END,24,HAND_ENTRY,1021.696000,817.974000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,55.792702,0.317071,55.792702,0.317071,0
4,START,27,HAND_EXIT,1060.282000,728.661000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,SEPARATING,62.731735,0.345319,60.352979,0.332225,0
1,END,32,HAND_ENTRY,893.765000,661.870000,"{LEFT,RIGHT}",LEFT,0,1,possible + recent very_near (post_contact),0,0,POSSIBLE,SEPARATING,64.735501,0.358399,28.045371,0.155269,1
5,START,39,NON_HAND_START,1029.267000,446.343000,{},,0,0,far,0,0,,,,,,,0
6,START,57,NON_HAND_START,799.434000,790.784000,{},,0,0,possible,0,0,,,,,,,0
5,END,67,HAND_ENTRY,1024.204000,632.740000,{RIGHT},RIGHT,0,1,possible + recent very_near (post_contact),0,0,POSSIBLE,SEPARATING,67.823473,0.374842,56.541450,0.312489,1
7,START,73,HAND_EXIT,1008.326000,737.815000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,INSUFFICIENT,55.148260,0.294934,55.148260,0.294934,0
7,END,74,HAND_ENTRY,1001.008000,754.637000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,INSUFFICIENT,55.940781,0.299173,55.148260,0.294934,0
8,START,82,HAND_EXIT,964.181000,832.415000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,SEPARATING,42.495751,0.225100,42.495751,0.225100,0
4,END,84,NON_HAND_END,967.763000,899.739000,{},,0,0,far,0,0,,,,,,,0
9,START,97,HAND_EXIT,1012.228000,568.645000,{RIGHT},RIGHT,0,1,possible + separating,0,0,POSSIBLE,SEPARATING,128.256053,0.667319,128.256053,0.667319,0
9,END,107,HAND_ENTRY,993.900000,418.976000,{LEFT},LEFT,0,1,possible + approaching,0,0,POSSIBLE,APPROACHING,70.166053,0.369809,70.166053,0.369809,0
