track_id,boundary_type,boundary_frame,event_type,boundary_x,boundary_y,eligible_hand_set,preferred_hand,ambiguous,hand_evidence,evidence_reason,video_start_boundary,video_end_boundary,proximity_band,motion,endpoint_distance_px,endpoint_distance_normalized,recent_min_distance_px,recent_min_distance_normalized,post_contact
9,END,102,HAND_ENTRY,762.771000,797.807000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,45.842658,0.252168,45.842658,0.252168,0
14,START,113,HAND_EXIT,739.645000,878.127000,{RIGHT},RIGHT,0,1,possible + separating,0,0,POSSIBLE,SEPARATING,90.238692,0.413245,90.238692,0.413245,0
12,END,121,HAND_ENTRY,1122.074000,660.386000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,17.497092,0.079377,17.497092,0.079377,0
14,END,123,HAND_ENTRY,666.890000,722.922000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,31.031461,0.138517,31.031461,0.138517,0
15,START,124,HAND_EXIT,1058.077000,718.697000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,SEPARATING,22.381030,0.100313,18.901780,0.084719,0
15,END,129,HAND_ENTRY,948.548000,776.319000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,SEPARATING,56.943426,0.257738,18.901780,0.085554,0
16,START,132,HAND_EXIT,926.444000,661.008000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,SEPARATING,68.635682,0.345618,68.635682,0.345618,0
17,START,136,NON_HAND_START,1024.706000,328.576000,{},,0,0,far,0,0,,,,,,,0
13,END,140,HAND_ENTRY,1102.562000,841.871000,{LEFT},LEFT,0,1,possible + approaching,0,0,POSSIBLE,APPROACHING,69.853427,0.385681,69.853427,0.385681,0
18,START,154,NON_HAND_START,1153.019000,848.997000,{},,0,0,insufficient motion,0,0,,,,,,,0
18,END,155,NON_HAND_END,1175.622000,835.791000,{},,0,0,insufficient motion,0,0,,,,,,,0
17,END,159,HAND_ENTRY,829.156000,707.273000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,2.861703,0.012559,2.861703,0.012559,0
19,START,166,HAND_EXIT,1060.677000,864.368000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,INSUFFICIENT,49.704931,0.228580,42.094953,0.193584,0
19,END,167,HAND_ENTRY,1088.717000,846.398000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,INSUFFICIENT,42.094953,0.193584,42.094953,0.193584,0
20,END,170,HAND_ENTRY,1139.011000,221.846000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,INSUFFICIENT,68.995190,0.344196,68.995190,0.344196,0
20,START,170,HAND_EXIT,1139.011000,221.846000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,INSUFFICIENT,68.995190,0.344196,68.995190,0.344196,0
21,END,172,NON_HAND_END,1148.244000,645.501000,{},,0,0,far,0,0,,,,,,,0
21,START,172,NON_HAND_START,1148.244000,645.501000,{},,0,0,far,0,0,,,,,,,0
22,START,173,HAND_EXIT,1034.816000,221.691000,{LEFT},LEFT,0,1,possible + separating,0,0,POSSIBLE,SEPARATING,68.666329,0.392321,65.044946,0.371630,0
23,START,175,NON_HAND_START,1147.109000,533.841000,{},,0,0,far,0,0,,,,,,,0
16,END,178,HAND_ENTRY,937.189000,864.882000,{RIGHT},RIGHT,0,1,possible + approaching,0,0,POSSIBLE,APPROACHING,93.431972,0.574393,93.431972,0.574393,0
24,START,191,NON_HAND_START,864.916000,881.974000,{},,0,0,far,0,0,,,,,,,0
22,END,196,HAND_ENTRY,1266.182000,586.901000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,9.000873,0.043125,9.000873,0.043125,0
24,END,199,HAND_ENTRY,747.432000,717.786000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,59.520849,0.263131,59.520849,0.263131,0
25,START,204,HAND_EXIT,1046.025000,849.109000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,SEPARATING,43.284649,0.193576,43.284649,0.193576,0
25,END,209,HAND_ENTRY,925.202000,759.020000,{LEFT},LEFT,0,1,possible + recent very_near (post_contact),0,0,POSSIBLE,SEPARATING,77.184002,0.372558,43.399322,0.209483,1
26,START,212,NON_HAND_START,931.623000,645.720000,{},,0,0,far,0,0,,,,,,,0
27,START,213,NON_HAND_START,1058.521000,315.669000,{},,0,0,far,0,0,,,,,,,0
23,END,217,HAND_ENTRY,1098.711000,815.145000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,59.802420,0.326313,59.802420,0.326313,0
28,END,221,NON_HAND_END,1141.745000,819.511000,{},,0,0,far,0,0,,,,,,,0
28,START,221,NON_HAND_START,1141.745000,819.511000,{},,0,0,far,0,0,,,,,,,0
29,START,232,NON_HAND_START,1175.731000,865.700000,{},,0,0,possible,0,0,,,,,,,0
29,END,235,HAND_ENTRY,1259.672000,820.076000,{LEFT},LEFT,0,1,possible + approaching,0,0,POSSIBLE,APPROACHING,81.916810,0.367157,81.916810,0.367157,0
27,END,236,HAND_ENTRY,829.132000,653.794000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,21.289032,0.094190,21.289032,0.094190,0
30,START,242,HAND_EXIT,1030.637000,849.867000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,47.511210,0.215321,39.758732,0.180187,0
30,END,244,HAND_ENTRY,1095.406000,824.220000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,39.758732,0.180187,39.758732,0.180187,0
31,START,248,HAND_EXIT,1106.121000,270.724000,{LEFT},LEFT,0,1,possible + separating,0,0,POSSIBLE,SEPARATING,72.369830,0.372602,68.751219,0.353972,0
32,START,249,NON_HAND_START,1125.527000,615.960000,{},,0,0,far,0,0,,,,,,,0
26,END,253,HAND_ENTRY,911.776000,867.871000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,56.052046,0.289594,56.052046,0.289594,0
33,START,265,HAND_EXIT,889.022000,878.012000,{RIGHT},RIGHT,0,1,possible + separating,0,0,POSSIBLE,SEPARATING,101.945978,0.481297,101.945978,0.481297,0
31,END,276,HAND_ENTRY,1297.879000,654.587000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,31.494942,0.136200,17.768490,0.076840,0
33,END,277,HAND_ENTRY,758.562000,636.509000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,43.651912,0.194368,36.146455,0.160948,0
34,END,283,HAND_ENTRY,1007.996000,877.957000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,INSUFFICIENT,62.981145,0.275560,62.981145,0.275560,0
34,START,283,HAND_EXIT,1007.996000,877.957000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,INSUFFICIENT,62.981145,0.275560,62.981145,0.275560,0
35,START,289,HAND_EXIT,1012.910000,326.803000,{RIGHT},RIGHT,0,1,possible + separating,0,0,POSSIBLE,SEPARATING,81.915671,0.455738,81.915671,0.455738,0
36,START,290,NON_HAND_START,917.164000,617.242000,{},,0,0,far,0,0,,,,,,,0
32,END,294,HAND_ENTRY,1066.451000,843.667000,{LEFT},LEFT,0,1,possible + approaching,0,0,POSSIBLE,APPROACHING,76.304327,0.433971,76.294519,0.433916,0
37,END,298,NON_HAND_END,1078.190000,826.025000,{},,0,0,insufficient motion,0,0,,,,,,,0
37,START,298,NON_HAND_START,1078.190000,826.025000,{},,0,0,insufficient motion,0,0,,,,,,,0
38,START,308,NON_HAND_START,1056.847000,867.576000,{},,0,0,possible,0,0,,,,,,,0
35,END,313,HAND_ENTRY,698.575000,622.720000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,18.782897,0.087212,18.782897,0.087212,0
38,END,315,HAND_ENTRY,1181.674000,679.805000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,33.620237,0.153491,33.620237,0.153491,0
39,START,319,HAND_EXIT,816.106000,854.946000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,SEPARATING,49.211243,0.238169,49.211243,0.238169,0
39,END,323,HAND_ENTRY,945.786000,871.621000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,SEPARATING,63.331218,0.306506,49.211243,0.238169,0
40,START,326,HAND_EXIT,995.972000,243.693000,{LEFT},LEFT,0,1,possible + separating,0,0,POSSIBLE,SEPARATING,81.464368,0.426093,76.514581,0.400204,0
41,START,328,HAND_EXIT,997.045000,661.577000,{RIGHT},RIGHT,0,1,possible + separating,0,0,POSSIBLE,SEPARATING,124.727767,0.655592,124.727767,0.655592,0
36,END,333,HAND_ENTRY,766.756000,794.915000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,52.779843,0.278700,52.779843,0.278700,0
40,END,335,NON_HAND_END,835.427000,322.927000,{},,0,0,possible,0,0,,,,,,,0
42,START,338,HAND_EXIT,906.705000,333.756000,{LEFT},LEFT,0,1,possible + separating,0,0,POSSIBLE,SEPARATING,115.165217,0.588746,115.165217,0.588746,0
43,START,345,HAND_EXIT,738.552000,861.569000,{RIGHT},RIGHT,0,1,possible + separating,0,0,POSSIBLE,SEPARATING,89.246489,0.412578,89.246489,0.412578,0
44,START,345,NON_HAND_START,740.158000,848.343000,{},,0,0,far,0,0,,,,,,,0
44,END,347,NON_HAND_END,737.173000,841.275000,{},,0,0,far,0,0,,,,,,,0
42,END,354,HAND_ENTRY,1220.286000,628.517000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,34.072367,0.152327,24.331455,0.108778,0
43,END,355,HAND_ENTRY,675.063000,738.283000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,56.099957,0.247829,56.099957,0.247829,0
45,END,363,HAND_ENTRY,959.987000,816.305000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,INSUFFICIENT,47.646168,0.213946,47.646168,0.213946,0
45,START,363,HAND_EXIT,959.987000,816.305000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,INSUFFICIENT,47.646168,0.213946,47.646168,0.213946,0
46,START,368,NON_HAND_START,913.864000,625.296000,{},,0,0,far,0,0,,,,,,,0
47,START,370,HAND_EXIT,1022.730000,326.015000,{RIGHT},RIGHT,0,1,possible + separating,0,0,POSSIBLE,SEPARATING,92.061411,0.528160,92.061411,0.528160,0
41,END,373,HAND_ENTRY,1096.565000,823.890000,{LEFT},LEFT,0,1,possible + approaching,0,0,POSSIBLE,APPROACHING,77.011295,0.455934,77.011295,0.455934,0
48,START,387,NON_HAND_START,1106.560000,855.679000,{},,0,0,possible,0,0,,,,,,,0
48,END,391,HAND_ENTRY,1177.982000,734.895000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,71.614379,0.339541,71.614379,0.339541,0
47,END,394,HAND_ENTRY,733.042000,709.642000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,18.940467,0.087537,14.151684,0.065405,0
49,START,397,HAND_EXIT,814.877000,814.541000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,SEPARATING,31.945917,0.149979,31.945917,0.149979,0
49,END,400,HAND_ENTRY,891.391000,828.810000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,SEPARATING,49.255617,0.231245,31.945917,0.149979,0
50,START,404,HAND_EXIT,951.504000,218.834000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,SEPARATING,66.090939,0.323813,66.090939,0.323813,0
51,START,405,NON_HAND_START,917.318000,213.457000,{},,0,0,insufficient motion,0,0,,,,,,,0
52,END,405,NON_HAND_END,945.398000,613.621000,{},,0,0,far,0,0,,,,,,,0
52,START,405,NON_HAND_START,945.398000,613.621000,{},,0,0,far,0,0,,,,,,,0
51,END,406,NON_HAND_END,888.089000,217.055000,{},,0,0,insufficient motion,0,0,,,,,,,0
53,START,408,NON_HAND_START,960.155000,493.219000,{},,0,0,far,0,0,,,,,,,0
46,END,410,HAND_ENTRY,694.489000,796.018000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,49.377136,0.248145,49.377136,0.248145,0
50,END,420,NON_HAND_END,910.076000,353.477000,{},,0,0,far,0,1,,,,,,,0
53,END,420,HAND_ENTRY,1020.540000,183.736000,{LEFT},LEFT,0,1,possible + approaching,0,1,POSSIBLE,APPROACHING,128.806727,0.610334,122.522461,0.580557,0
