track_id,boundary_type,boundary_frame,event_type,boundary_x,boundary_y,eligible_hand_set,preferred_hand,ambiguous,hand_evidence,evidence_reason,video_start_boundary,video_end_boundary,proximity_band,motion,endpoint_distance_px,endpoint_distance_normalized,recent_min_distance_px,recent_min_distance_normalized,post_contact
1,START,17,HAND_EXIT,949.921000,251.569000,{LEFT},LEFT,0,1,very_near,1,0,VERY_NEAR,SEPARATING,63.353306,0.346443,60.215585,0.329284,0
2,START,17,NON_HAND_START,864.848000,536.267000,{},,0,0,far,1,0,,,,,,,0
3,END,17,NON_HAND_END,985.931000,757.552000,{},,0,0,far,1,0,,,,,,,0
3,START,17,NON_HAND_START,985.931000,757.552000,{},,0,0,far,1,0,,,,,,,0
4,START,20,NON_HAND_START,997.308000,639.500000,{},,0,0,far,0,0,,,,,,,0
2,END,25,HAND_ENTRY,842.492000,816.839000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,54.382944,0.297370,13.603383,0.074384,0
5,START,28,HAND_EXIT,821.636000,792.574000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,33.488906,0.159746,25.470495,0.121497,0
1,END,45,HAND_ENTRY,1079.362000,792.405000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,30.297664,0.143215,13.504347,0.063834,0
5,END,45,HAND_ENTRY,624.851000,534.482000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,SEPARATING,27.746132,0.131154,10.968426,0.051847,0
6,START,48,HAND_EXIT,993.702000,846.756000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,SEPARATING,51.935730,0.235070,44.079606,0.199512,0
6,END,51,HAND_ENTRY,917.264000,813.658000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,SEPARATING,58.950138,0.266819,44.079606,0.199512,0
7,END,56,NON_HAND_END,890.283000,610.604000,{},,0,0,far,0,0,,,,,,,0
7,START,56,NON_HAND_START,890.283000,610.604000,{},,0,0,far,0,0,,,,,,,0
8,START,59,NON_HAND_START,1016.719000,321.916000,{},,0,0,far,0,0,,,,,,,0
9,START,59,NON_HAND_START,884.665000,499.557000,{},,0,0,far,0,0,,,,,,,0
4,END,62,HAND_ENTRY,1082.157000,793.232000,{LEFT},LEFT,0,1,possible + approaching,0,0,POSSIBLE,APPROACHING,67.978819,0.414515,67.978819,0.414515,0
10,START,76,NON_HAND_START,1138.303000,839.043000,{},,0,0,possible,0,0,,,,,,,0
10,END,80,HAND_ENTRY,1231.810000,739.887000,{LEFT},LEFT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,65.428960,0.293134,65.428960,0.293134,0
8,END,84,HAND_ENTRY,749.971000,696.008000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,26.183889,0.114051,18.915034,0.082389,0
11,START,88,HAND_EXIT,857.412000,841.935000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,58.181086,0.269305,51.782000,0.239685,0
11,END,91,HAND_ENTRY,942.140000,818.090000,{RIGHT},RIGHT,0,1,very_near,0,0,VERY_NEAR,APPROACHING,51.782000,0.239685,51.782000,0.239685,0
12,START,96,HAND_EXIT,938.253000,189.144000,{LEFT},LEFT,0,1,possible + separating,0,0,POSSIBLE,SEPARATING,65.862663,0.353511,62.441285,0.335147,0
13,START,96,NON_HAND_START,987.792000,612.579000,{},,0,0,far,0,0,,,,,,,0
