video,frame,time_seconds,class_id,class_name,confidence,x1,y1,x2,y2,center_x,center_y,width,height,frame_local_instance_index,mask_area_px,mask_centroid_x,mask_centroid_y,mask_centroid_valid,polygon_points
identical_balls_trick_000_018.mp4,278,4.637967,32,sports ball,0.595295,582.100,564.744,628.201,607.875,605.150,586.310,46.100,43.131,0,1614,603.734,584.237,1,"595,564;593,565;591,566;589,568;587,569;585,571;583,573;583,575;583,577;583,579;583,581;583,583;583,585;583,587;583,589;583,591;583,593;583,595;583,597;583,599;585,601;587,603;589,604;591,604;593,605;595,605;597,605;599,605;601,605;603,605;605,605;607,604;609,603;611,603;613,603;615,602;617,601;619,600;620,598;620,596;622,594;623,592;625,590;627,588;628,586;628,584;628,582;628,580;627,578;626,576;624,574;623,572;622,570;620,568;618,566;616,564;614,564;612,564;610,564;608,564;606,564;604,564;602,564;596,564"
identical_balls_trick_000_018.mp4,278,4.637967,32,sports ball,0.509448,506.647,59.794,551.087,106.246,528.867,83.020,44.440,46.453,1,1720,528.467,84.703,1,"519,62;517,64;515,66;513,67;511,69;509,71;508,73;507,75;507,77;507,79;507,81;507,83;507,85;507,87;507,89;507,91;507,93;509,95;509,97;511,98;512,100;513,102;515,104;517,104;519,106;521,107;523,108;525,108;527,108;529,108;531,108;533,108;535,107;537,106;539,106;541,105;543,103;544,101;546,99;548,97;549,95;550,93;550,91;551,89;551,87;551,85;551,83;551,81;550,79;550,77;549,75;547,73;546,71;544,69;542,67;540,65;538,63;536,62;534,62;532,62;530,62;528,62;526,62;520,62"
identical_balls_trick_000_018.mp4,278,4.637967,32,sports ball,0.473493,710.693,519.727,753.239,564.983,731.966,542.355,42.546,45.256,2,1528,731.346,539.973,1,"720,519;718,521;716,523;715,524;713,526;712,528;712,530;712,532;712,534;712,536;712,538;712,540;712,542;712,544;712,546;712,548;712,550;712,552;712,554;713,556;715,558;717,558;719,557;721,556;723,556;725,558;727,559;729,561;730,563;732,563;734,563;736,563;738,561;740,560;742,558;744,558;746,556;748,555;750,553;751,551;752,549;752,547;752,545;752,543;752,541;752,539;752,537;752,535;752,533;751,531;749,529;748,527;746,525;744,523;742,521;740,520;738,519;736,519;734,519;732,519;730,519;728,519;726,519;721,519"
identical_balls_trick_000_018.mp4,279,4.654650,32,sports ball,0.658484,583.515,550.891,629.700,593.590,606.608,572.240,46.185,42.699,0,1627,605.238,571.073,1,"597,551;595,552;593,553;591,554;589,556;587,557;585,559;584,561;584,563;584,565;584,567;584,569;584,571;584,573;584,575;584,577;584,579;584,581;584,583;584,585;586,587;588,589;590,590;592,592;594,592;596,592;598,592;600,592;602,592;604,592;606,592;608,591;610,589;612,589;614,588;616,588;618,588;620,588;622,588;622,586;623,584;623,582;624,580;625,578;627,576;629,574;630,572;630,570;630,568;630,566;628,564;627,562;626,560;624,558;623,556;621,554;619,552;617,551;615,551;613,551;611,551;609,551;607,551;598,551"
identical_balls_trick_000_018.mp4,279,4.654650,32,sports ball,0.643674,508.981,65.907,552.808,112.381,530.895,89.144,43.827,46.474,1,1682,530.442,90.897,1,"520,69;518,70;516,72;514,74;512,76;511,78;510,80;509,82;509,84;509,86;509,88;509,90;509,92;509,94;509,96;509,98;510,100;512,102;513,104;515,106;516,108;517,110;519,110;521,111;523,113;525,114;527,114;529,114;531,114;533,114;535,114;537,113;539,113;541,111;543,110;545,109;547,107;548,105;550,103;551,101;551,99;552,97;552,95;552,93;552,91;552,89;552,87;552,85;552,83;552,81;550,79;549,78;547,76;545,74;543,72;541,71;539,69;537,69;535,69;533,69;531,69;529,69;527,69;521,69"
identical_balls_trick_000_018.mp4,279,4.654650,32,sports ball,0.544623,715.017,512.858,756.870,556.187,735.944,534.522,41.853,43.329,2,1505,735.200,532.757,1,"726,512;724,514;722,514;720,515;718,517;716,519;716,521;716,523;716,525;716,527;716,529;716,531;716,533;716,535;716,537;716,539;716,541;716,543;716,545;716,547;717,549;719,550;721,551;723,551;725,550;727,550;729,550;731,551;733,552;735,554;737,555;739,555;741,555;743,553;745,552;747,551;749,550;751,548;753,546;755,544;756,542;756,540;756,538;756,536;756,534;756,532;756,530;756,528;755,526;754,524;753,522;752,520;750,518;748,516;746,514;744,513;742,512;740,512;738,512;736,512;734,512;732,512;730,512;727,512"
identical_balls_trick_000_018.mp4,280,4.671333,32,sports ball,0.662844,583.507,550.892,629.699,593.504,606.603,572.198,46.192,42.612,0,1625,605.245,571.047,1,"597,551;595,552;593,553;591,554;589,556;587,557;585,559;584,561;584,563;584,565;584,567;584,569;584,571;584,573;584,575;584,577;584,579;584,581;584,583;584,585;586,587;588,589;590,590;592,591;594,592;596,592;598,592;600,592;602,592;604,592;606,592;608,591;610,589;612,589;614,588;616,588;618,588;620,588;622,588;622,586;623,584;623,582;624,580;625,578;627,576;629,574;630,572;630,570;630,568;630,566;628,564;627,562;626,560;624,558;623,556;621,554;619,552;617,551;615,551;613,551;611,551;609,551;607,551;598,551"
identical_balls_trick_000_018.mp4,280,4.671333,32,sports ball,0.662701,508.931,65.946,552.788,112.511,530.859,89.228,43.857,46.565,1,1685,530.451,90.928,1,"519,69;517,71;515,73;513,75;512,77;511,79;509,81;509,83;509,85;509,87;509,89;509,91;509,93;509,95;509,97;509,99;511,101;512,103;514,105;516,107;516,109;518,109;520,111;522,113;524,114;526,114;528,114;530,114;532,114;534,114;536,114;538,113;540,113;542,111;544,110;546,108;547,106;549,104;550,102;551,100;552,98;552,96;552,94;552,92;552,90;552,88;552,86;552,84;552,82;551,80;550,78;548,77;546,75;544,73;542,71;540,70;538,69;536,69;534,69;532,69;530,69;528,69;526,69;520,69"
identical_balls_trick_000_018.mp4,280,4.671333,32,sports ball,0.545516,715.004,512.851,756.611,556.238,735.808,534.544,41.606,43.387,2,1501,735.167,532.710,1,"726,512;724,514;722,514;720,515;718,517;716,519;716,521;716,523;716,525;716,527;716,529;716,531;716,533;716,535;716,537;716,539;716,541;716,543;716,545;716,547;717,549;719,550;721,551;723,551;725,550;727,550;729,550;731,551;733,552;735,554;737,555;739,555;741,555;743,553;745,551;747,551;749,549;751,548;753,546;755,544;756,542;756,540;756,538;756,536;756,534;756,532;756,530;756,528;755,526;754,524;753,522;752,520;750,518;748,516;746,514;744,513;742,512;740,512;738,512;736,512;734,512;732,512;730,512;727,512"
identical_balls_trick_000_018.mp4,281,4.688017,32,sports ball,0.712387,510.471,72.963,554.545,118.990,532.508,95.976,44.073,46.028,0,1705,532.363,97.543,1,"522,75;520,77;518,79;516,81;515,83;513,85;512,87;511,89;511,91;511,93;511,95;511,97;511,99;511,101;511,103;511,105;512,107;513,109;514,111;516,113;518,115;520,117;522,118;524,119;526,121;528,121;530,121;532,121;534,121;536,121;538,121;540,120;542,119;544,117;546,116;548,114;550,112;551,110;552,108;554,106;554,104;554,102;554,100;554,98;554,96;554,94;554,92;554,90;554,88;552,86;550,84;550,82;548,81;546,79;544,78;542,77;540,75;538,75;536,75;534,75;532,75;530,75;528,75;523,75"
identical_balls_trick_000_018.mp4,281,4.688017,32,sports ball,0.316473,584.550,536.663,630.839,577.066,607.695,556.864,46.289,40.404,1,1583,606.697,555.413,1,"599,536;597,537;596,538;594,539;592,540;590,541;588,543;587,545;585,547;585,549;585,551;585,553;585,555;585,557;585,559;585,561;585,563;585,565;585,567;585,569;587,571;588,573;590,575;592,575;594,575;596,575;598,575;600,575;602,575;604,575;606,575;608,574;610,573;612,572;614,572;616,571;618,572;620,573;622,573;623,571;624,569;625,567;626,565;627,563;628,561;629,559;631,557;631,555;631,553;631,551;631,549;630,547;628,545;626,543;625,541;623,539;621,537;619,536;617,536;615,536;613,536;611,536;609,536;600,536"
identical_balls_trick_000_018.mp4,281,4.688017,32,sports ball,0.239014,718.178,505.154,760.082,547.454,739.130,526.304,41.903,42.300,2,1481,738.478,524.284,1,"728,504;726,506;724,507;722,508;720,510;719,512;719,514;719,516;719,518;719,520;719,522;719,524;719,526;720,528;720,530;720,532;720,534;720,536;720,538;721,540;721,542;722,543;724,543;726,543;728,543;730,542;731,541;733,540;735,542;736,544;738,546;740,546;742,546;744,546;746,544;748,543;750,541;752,540;754,539;756,538;758,536;759,534;760,532;760,530;760,528;760,526;760,524;760,522;760,520;758,518;757,516;756,514;755,512;753,510;752,508;750,507;748,506;747,504;745,504;743,504;741,504;739,504;737,504;729,504"
identical_balls_trick_000_018.mp4,282,4.704700,32,sports ball,0.724560,510.520,72.975,554.456,119.024,532.488,96.000,43.935,46.049,0,1702,532.351,97.549,1,"522,75;520,77;518,79;516,81;515,83;513,85;512,87;511,89;511,91;511,93;511,95;511,97;511,99;511,101;511,103;511,105;512,107;513,109;514,111;516,113;518,115;520,117;522,118;524,119;526,121;528,121;530,121;532,121;534,121;536,121;538,121;540,120;542,119;544,117;546,116;548,114;550,112;551,110;552,108;554,106;554,104;554,102;554,100;554,98;554,96;554,94;554,92;554,90;553,88;552,86;550,84;550,82;548,81;546,79;544,78;542,77;540,75;538,75;536,75;534,75;532,75;530,75;528,75;523,75"
identical_balls_trick_000_018.mp4,282,4.704700,32,sports ball,0.314923,584.460,536.653,630.855,576.992,607.657,556.823,46.394,40.339,1,1579,606.743,555.367,1,"599,536;597,537;596,538;594,539;592,540;590,541;588,543;587,545;585,547;585,549;585,551;585,553;585,555;585,557;585,559;585,561;585,563;585,565;585,567;585,569;587,571;589,573;591,575;593,575;595,575;597,575;599,575;601,575;603,575;605,575;607,575;609,573;611,572;613,572;615,571;617,572;619,572;621,573;623,572;624,570;624,568;626,566;626,564;628,562;628,560;630,558;631,556;631,554;631,552;631,550;631,548;629,546;627,544;626,542;624,540;622,538;620,536;618,536;616,536;614,536;612,536;610,536;608,536;600,536"
identical_balls_trick_000_018.mp4,282,4.704700,32,sports ball,0.241772,717.612,505.187,760.070,547.485,738.841,526.336,42.458,42.298,2,1476,738.538,524.228,1,"728,504;726,506;724,507;722,508;720,510;719,512;719,514;719,516;719,518;719,520;719,522;719,524;719,526;720,528;720,530;720,532;720,534;720,536;721,538;721,540;722,542;724,543;726,543;728,543;730,542;731,541;733,540;735,542;736,544;738,546;740,546;742,546;744,546;746,544;748,543;750,541;752,540;754,539;756,538;758,536;759,534;760,532;760,530;760,528;760,526;760,524;760,522;760,520;758,518;757,516;756,514;755,512;753,510;752,508;750,507;748,506;747,504;745,504;743,504;741,504;739,504;737,504;735,504;729,504"
identical_balls_trick_000_018.mp4,283,4.721383,32,sports ball,0.674499,512.791,80.388,556.176,126.365,534.484,103.376,43.385,45.977,0,1670,534.184,104.685,1,"523,83;521,85;519,87;517,89;515,91;513,93;513,95;513,97;513,99;513,101;513,103;513,105;513,107;513,109;513,111;513,113;514,115;516,117;517,119;519,121;521,123;523,125;525,126;527,127;529,127;531,127;533,127;535,127;537,127;539,127;541,127;543,126;545,125;547,123;549,122;551,121;552,119;553,117;554,115;555,113;556,111;556,109;556,107;556,105;556,103;556,101;556,99;555,97;555,95;554,93;552,91;551,89;549,88;547,86;545,85;543,84;542,83;540,83;538,83;536,83;534,83;532,83;530,83;524,83"
identical_balls_trick_000_018.mp4,283,4.721383,32,sports ball,0.628903,585.835,520.182,631.460,560.606,608.647,540.394,45.625,40.424,1,1503,607.479,538.739,1,"598,520;596,522;594,523;592,524;590,526;588,528;587,530;587,532;587,534;587,536;587,538;587,540;587,542;587,544;587,546;587,548;587,550;587,552;587,554;588,555;590,557;592,558;594,559;596,559;598,559;600,559;602,559;604,559;606,558;608,558;610,556;612,555;614,554;616,554;618,554;620,554;622,553;624,551;626,549;627,547;627,545;629,543;631,542;631,540;631,538;631,536;631,534;631,532;630,530;630,528;628,527;626,525;624,523;622,521;620,520;618,520;616,520;614,520;612,520;610,520;608,520;606,520;604,520;599,520"
identical_balls_trick_000_018.mp4,283,4.721383,32,sports ball,0.573162,719.343,495.776,761.630,537.624,740.486,516.700,42.286,41.849,2,1414,740.351,514.608,1,"731,495;730,496;729,496;728,496;728,497;727,498;726,498;725,498;724,499;723,500;722,501;721,502;720,503;720,504;720,505;720,506;720,507;720,508;720,509;720,510;720,511;720,512;720,513;720,514;720,515;721,516;722,517;723,518;723,519;723,520;723,521;723,522;723,523;724,524;724,525;724,526;724,527;724,528;724,529;724,530;724,531;724,532;725,533;726,534;727,535;728,535;729,534;730,534;731,534;731,533;732,532;733,531;734,531;735,531;736,531;737,531;738,531;739,531;740,532;740,533;740,534;741,535;742,535;732,495"
identical_balls_trick_000_018.mp4,284,4.738067,32,sports ball,0.672769,512.779,80.406,556.451,126.370,534.615,103.388,43.672,45.964,0,1670,534.184,104.685,1,"523,83;521,85;519,87;517,89;515,91;513,93;513,95;513,97;513,99;513,101;513,103;513,105;513,107;513,109;513,111;513,113;514,115;516,117;517,119;519,121;521,123;523,125;525,126;527,127;529,127;531,127;533,127;535,127;537,127;539,127;541,127;543,126;545,125;547,123;549,122;551,121;552,119;553,117;554,115;555,113;556,111;556,109;556,107;556,105;556,103;556,101;556,99;555,97;555,95;554,93;552,91;551,89;549,88;547,86;545,85;543,84;542,83;540,83;538,83;536,83;534,83;532,83;530,83;524,83"
identical_balls_trick_000_018.mp4,284,4.738067,32,sports ball,0.629953,585.835,520.185,631.466,560.657,608.651,540.421,45.631,40.471,1,1503,607.479,538.739,1,"598,520;596,522;594,523;592,524;590,526;588,528;587,530;587,532;587,534;587,536;587,538;587,540;587,542;587,544;587,546;587,548;587,550;587,552;587,554;588,555;590,557;592,558;594,559;596,559;598,559;600,559;602,559;604,559;606,558;608,558;610,556;612,555;614,554;616,554;618,554;620,554;622,553;624,551;626,549;627,547;627,545;629,543;631,542;631,540;631,538;631,536;631,534;631,532;630,530;630,528;628,527;626,525;624,523;622,521;620,520;618,520;616,520;614,520;612,520;610,520;608,520;606,520;604,520;599,520"
identical_balls_trick_000_018.mp4,284,4.738067,32,sports ball,0.566638,719.336,495.778,761.635,537.610,740.485,516.694,42.299,41.833,2,1418,740.392,514.650,1,"731,495;729,496;728,497;726,498;724,499;722,501;720,503;720,505;720,507;720,509;720,511;720,513;720,515;722,517;723,519;723,521;723,523;724,525;724,527;724,529;724,531;725,533;727,535;729,534;731,534;732,532;734,531;736,531;738,531;740,532;740,534;742,535;744,536;746,536;748,535;750,533;752,531;754,530;756,529;757,527;759,526;761,524;762,522;762,520;762,518;762,516;762,514;762,512;762,510;760,508;759,506;757,504;755,502;753,500;751,498;749,496;747,495;745,495;743,495;741,495;739,495;737,495;735,495;732,495"
identical_balls_trick_000_018.mp4,285,4.754750,32,sports ball,0.690567,514.531,87.875,558.206,133.800,536.368,110.837,43.675,45.925,0,1682,536.348,112.239,1,"525,90;524,92;522,94;520,95;519,97;518,99;516,101;515,103;515,105;515,107;515,109;515,111;515,113;515,115;515,117;515,119;515,121;517,123;518,125;520,127;522,129;524,131;526,133;528,134;530,135;532,135;534,135;536,135;538,135;540,135;542,135;544,134;546,134;548,133;550,131;552,129;554,127;555,125;556,123;557,121;558,119;558,117;558,115;558,113;558,111;558,109;558,107;558,105;557,103;556,101;555,99;553,98;551,96;550,94;548,93;546,92;544,90;542,90;540,90;538,90;536,90;534,90;532,90;526,90"
identical_balls_trick_000_018.mp4,285,4.754750,32,sports ball,0.295968,586.774,500.199,632.528,540.946,609.651,520.573,45.754,40.747,1,1510,608.462,519.022,1,"599,500;597,502;595,503;593,503;593,505;591,507;590,509;589,511;588,513;588,515;588,517;588,519;588,521;588,523;588,525;588,527;588,529;588,531;588,533;588,535;588,537;589,538;591,539;593,539;595,539;597,539;599,539;601,539;603,539;605,539;607,538;609,537;611,536;613,535;615,534;617,534;619,534;621,534;623,534;624,532;626,531;628,529;628,527;630,525;632,523;632,521;632,519;632,517;632,515;632,513;631,511;630,509;628,507;627,505;626,503;624,502;622,501;620,500;618,500;616,500;614,500;612,500;610,500;600,500"
identical_balls_trick_000_018.mp4,285,4.754750,32,sports ball,0.275214,718.055,485.602,762.548,527.443,740.302,506.523,44.494,41.841,2,1424,740.421,504.585,1,"729,486;727,487;725,489;723,490;721,491;720,493;719,495;719,497;719,499;719,501;719,503;719,505;720,506;722,508;723,510;724,512;724,514;724,516;724,518;725,520;725,522;726,524;728,524;730,524;732,522;734,522;736,521;738,520;740,522;742,524;743,526;745,526;747,526;749,526;751,524;752,522;753,520;755,519;757,517;759,515;761,514;762,512;762,510;762,508;762,506;762,504;762,502;762,500;761,499;759,497;759,495;758,493;756,491;754,489;752,487;750,486;748,486;746,486;744,486;742,486;740,486;738,486;736,486;730,486"
identical_balls_trick_000_018.mp4,286,4.771433,32,sports ball,0.689385,514.525,87.846,558.139,133.733,536.332,110.789,43.613,45.887,0,1672,536.270,112.153,1,"525,90;524,92;522,94;520,95;519,97;518,99;516,101;515,103;515,105;515,107;515,109;515,111;515,113;515,115;515,117;515,119;515,121;517,123;518,125;520,127;522,129;524,131;526,133;528,134;530,135;532,135;534,135;536,135;538,135;540,135;542,135;544,134;546,133;547,132;549,131;551,130;553,128;554,126;555,124;556,122;558,120;558,118;558,116;558,114;558,112;558,110;558,108;558,106;558,104;556,102;556,100;554,98;552,97;551,95;549,94;547,93;545,91;543,90;541,90;539,90;537,90;535,90;533,90;526,90"
identical_balls_trick_000_018.mp4,286,4.771433,32,sports ball,0.295774,586.798,500.172,632.588,540.946,609.693,520.559,45.791,40.774,1,1508,608.527,519.078,1,"599,500;597,502;595,503;593,505;592,507;590,509;589,511;588,513;588,515;588,517;588,519;588,521;588,523;588,525;588,527;588,529;588,531;588,533;588,535;588,537;589,538;591,539;593,539;595,539;597,539;599,539;601,539;603,539;605,539;607,538;609,537;611,536;613,535;615,534;617,534;619,534;621,534;623,534;624,532;626,532;627,530;628,528;629,526;631,524;632,522;632,520;632,518;632,516;632,514;632,512;630,510;629,508;627,506;627,504;625,503;623,502;621,500;619,500;617,500;615,500;613,500;611,500;609,500;600,500"
identical_balls_trick_000_018.mp4,286,4.771433,32,sports ball,0.267290,718.035,485.612,762.536,527.645,740.285,506.628,44.502,42.033,2,1426,740.429,504.605,1,"729,486;727,487;725,489;723,490;721,491;720,493;719,495;719,497;719,499;719,501;719,503;719,505;720,506;722,508;723,510;724,512;724,514;724,516;724,518;725,520;725,522;726,524;728,524;730,524;732,523;734,522;736,521;738,520;740,522;742,524;743,526;745,526;747,526;749,526;751,524;752,522;753,520;755,519;757,517;759,515;761,514;762,512;762,510;762,508;762,506;762,504;762,502;762,500;761,499;759,497;759,495;758,493;756,491;754,489;752,487;750,486;748,486;746,486;744,486;742,486;740,486;738,486;736,486;730,486"
identical_balls_trick_000_018.mp4,287,4.788117,32,sports ball,0.811368,587.427,480.672,633.216,520.115,610.321,500.393,45.789,39.443,0,1487,609.003,498.848,1,"599,480;597,482;595,484;593,485;592,487;591,489;591,491;589,493;588,495;588,497;588,499;588,501;588,503;588,505;588,507;588,509;588,511;588,513;588,515;590,516;592,518;594,519;596,519;598,518;600,518;602,518;604,518;606,518;608,518;610,517;612,516;614,515;616,514;618,513;620,513;622,512;624,511;626,511;628,509;630,508;632,506;632,504;632,502;632,500;632,498;632,496;632,494;632,492;631,490;630,488;629,487;627,485;626,483;624,482;622,480;620,480;618,480;616,480;614,480;612,480;610,480;608,480;606,480;600,480"
identical_balls_trick_000_018.mp4,287,4.788117,32,sports ball,0.714810,516.649,96.314,559.750,141.735,538.199,119.024,43.101,45.421,1,1650,538.031,120.438,1,"527,99;525,101;523,103;521,105;519,107;518,109;517,111;517,113;517,115;517,117;517,119;517,121;517,123;517,125;517,127;517,129;518,130;520,132;520,134;522,136;524,138;526,140;528,141;530,142;532,143;534,143;536,143;538,143;540,143;542,143;544,143;546,143;548,141;550,140;552,138;554,136;556,134;557,132;558,130;559,128;559,126;559,124;559,122;559,120;559,118;559,116;559,114;559,112;559,110;558,108;556,106;554,104;552,102;550,101;548,99;546,99;544,99;542,99;540,99;538,99;536,99;534,99;532,99;528,99"
identical_balls_trick_000_018.mp4,287,4.788117,32,sports ball,0.637324,717.056,474.722,761.849,517.672,739.452,496.197,44.793,42.950,2,1433,739.819,493.396,1,"727,475;725,477;723,479;721,480;720,482;719,484;717,486;717,488;717,490;717,492;717,494;717,496;719,497;721,498;723,499;724,501;724,503;724,505;725,507;725,509;725,511;727,513;728,515;729,513;730,511;732,509;734,509;736,507;738,508;740,510;741,512;743,514;744,516;746,516;748,516;750,516;751,514;751,512;752,510;754,508;756,506;758,504;760,503;762,502;762,500;762,498;762,496;762,494;762,492;762,490;760,488;759,486;758,484;757,483;755,481;755,479;753,477;751,475;749,475;747,475;745,475;743,475;741,475;728,475"
identical_balls_trick_000_018.mp4,288,4.804800,32,sports ball,0.809983,587.430,480.659,633.213,520.118,610.322,500.389,45.783,39.459,0,1488,608.994,498.837,1,"599,480;597,482;595,483;593,485;592,487;591,489;591,491;589,493;588,495;588,497;588,499;588,501;588,503;588,505;588,507;588,509;588,511;588,513;588,515;590,516;592,518;594,519;596,519;598,518;600,518;602,518;604,518;606,518;608,518;610,517;612,516;614,515;616,514;618,513;620,513;622,512;624,511;626,511;628,509;630,508;632,506;632,504;632,502;632,500;632,498;632,496;632,494;632,492;631,490;630,488;629,487;627,485;626,483;624,482;622,480;620,480;618,480;616,480;614,480;612,480;610,480;608,480;606,480;600,480"
identical_balls_trick_000_018.mp4,288,4.804800,32,sports ball,0.715406,516.655,96.307,559.747,141.725,538.201,119.016,43.092,45.418,1,1648,538.022,120.410,1,"527,99;525,101;523,103;521,105;519,107;518,109;517,111;517,113;517,115;517,117;517,119;517,121;517,123;517,125;517,127;517,129;518,130;520,132;520,134;522,136;524,138;526,140;528,141;530,142;532,143;534,143;536,143;538,143;540,143;542,143;544,143;546,142;548,141;550,140;552,138;554,136;556,134;557,132;558,130;559,128;559,126;559,124;559,122;559,120;559,118;559,116;559,114;559,112;559,110;558,108;556,106;554,104;552,102;550,101;548,99;546,99;544,99;542,99;540,99;538,99;536,99;534,99;532,99;528,99"
identical_balls_trick_000_018.mp4,288,4.804800,32,sports ball,0.635520,717.048,474.722,761.848,517.678,739.448,496.200,44.800,42.955,2,1434,739.828,493.409,1,"727,475;725,477;723,479;721,480;720,482;719,484;717,486;717,488;717,490;717,492;717,494;717,496;719,497;721,498;723,499;724,501;724,503;724,505;725,507;725,509;725,511;727,513;728,515;729,513;730,511;732,509;734,509;736,507;738,508;740,510;741,512;743,514;744,516;746,516;748,516;750,516;751,514;751,512;752,510;754,508;756,506;758,504;760,503;762,502;762,500;762,498;762,496;762,494;762,492;762,490;760,488;759,486;758,484;757,483;755,481;755,479;753,477;751,475;749,475;747,475;745,475;743,475;741,475;728,475"
identical_balls_trick_000_018.mp4,289,4.821483,32,sports ball,0.776683,587.742,460.320,634.541,499.144,611.142,479.732,46.799,38.824,0,1509,610.087,479.300,1,"600,461;598,462;596,463;594,465;593,467;592,469;591,471;589,473;588,475;588,477;588,479;588,481;588,483;588,485;588,487;588,489;588,491;588,493;588,495;590,497;592,497;594,498;596,498;598,497;600,497;602,497;604,497;606,497;608,498;610,498;612,497;614,495;616,494;618,493;620,493;622,493;624,493;626,494;628,493;630,491;632,490;633,488;634,486;634,484;634,482;634,480;634,478;634,476;634,474;633,472;631,470;630,468;628,466;627,464;626,463;624,462;622,461;620,461;618,461;616,461;614,461;612,461;610,461;601,461"
identical_balls_trick_000_018.mp4,289,4.821483,32,sports ball,0.576749,518.548,104.805,561.954,150.206,540.251,127.506,43.406,45.400,1,1643,540.186,128.983,1,"531,107;529,109;527,110;525,112;523,114;521,116;520,118;519,120;519,122;519,124;519,126;519,128;519,130;519,132;519,134;519,136;520,138;521,140;523,142;524,144;525,146;527,147;529,149;531,150;533,151;535,151;537,151;539,151;541,151;543,151;545,151;547,151;549,150;551,150;553,148;555,147;556,145;558,143;559,141;559,139;560,137;562,135;562,133;562,131;562,129;562,127;562,125;562,123;562,121;560,119;559,117;557,115;555,113;553,111;551,109;549,108;547,107;545,107;543,107;541,107;539,107;537,107;535,107;532,107"
identical_balls_trick_000_018.mp4,289,4.821483,32,sports ball,0.291824,715.104,463.352,760.646,505.814,737.875,484.583,45.542,42.462,2,1391,738.611,480.891,1,"724,463;722,465;720,467;720,469;718,471;717,473;716,475;716,477;716,479;716,481;716,483;716,485;716,487;718,489;720,489;722,490;724,491;726,493;728,494;730,494;732,494;734,494;736,496;737,497;739,498;740,500;740,502;741,504;743,505;745,505;747,504;749,502;750,501;751,499;752,497;754,495;756,493;758,491;760,490;760,488;760,486;760,484;760,482;760,480;759,478;758,476;758,474;757,472;755,470;754,468;752,466;750,464;748,463;746,463;744,463;742,463;740,463;738,463;736,463;734,463;732,463;730,463;728,463;725,463"
identical_balls_trick_000_018.mp4,290,4.838167,32,sports ball,0.780659,587.740,460.334,634.538,499.151,611.139,479.742,46.798,38.817,0,1506,610.054,479.332,1,"600,461;598,462;596,463;594,465;593,467;592,469;591,471;589,473;588,475;588,477;588,479;588,481;588,483;588,485;588,487;588,489;588,491;588,493;588,495;590,497;592,497;594,498;596,498;598,497;600,497;602,497;604,497;606,497;608,498;610,498;612,497;614,495;616,494;618,493;620,493;622,493;624,493;626,494;628,493;630,491;632,490;633,488;634,486;634,484;634,482;634,480;634,478;634,476;634,474;633,472;631,470;630,468;628,466;626,464;624,462;622,461;620,461;618,461;616,461;614,461;612,461;610,461;608,461;601,461"
identical_balls_trick_000_018.mp4,290,4.838167,32,sports ball,0.600655,518.522,104.800,561.872,150.107,540.197,127.454,43.351,45.307,1,1639,540.160,128.889,1,"531,107;530,108;529,109;528,110;527,110;526,111;525,112;524,113;523,114;522,115;521,116;520,117;520,118;519,119;519,120;519,121;519,122;519,123;519,124;519,125;519,126;519,127;519,128;519,129;519,130;519,131;519,132;519,133;519,134;519,135;519,136;519,137;520,138;520,139;521,140;522,141;523,142;523,143;524,144;525,145;525,146;526,146;527,147;528,148;529,149;530,149;531,150;532,151;533,151;534,151;535,151;536,151;537,151;538,151;539,151;540,151;541,151;542,151;543,151;544,151;545,151;546,151;547,151;532,107"
identical_balls_trick_000_018.mp4,290,4.838167,32,sports ball,0.314352,715.069,463.276,760.627,505.775,737.848,484.526,45.558,42.498,2,1393,738.632,480.895,1,"724,463;722,465;720,467;720,469;718,471;717,473;716,475;716,477;716,479;716,481;716,483;716,485;716,487;718,489;720,489;722,490;724,491;726,493;728,494;730,494;732,494;734,494;736,496;737,497;739,498;740,500;740,502;741,504;743,505;745,505;747,504;749,502;750,501;751,499;752,497;754,495;756,493;758,491;760,490;760,488;760,486;760,484;760,482;760,480;759,478;758,476;758,474;757,472;755,470;754,468;752,466;750,464;748,463;746,463;744,463;742,463;740,463;738,463;736,463;734,463;732,463;730,463;728,463;725,463"
identical_balls_trick_000_018.mp4,291,4.854850,32,sports ball,0.480961,520.639,113.732,563.378,159.500,542.009,136.616,42.739,45.768,0,1650,541.973,137.798,1,"533,116;531,118;529,119;527,120;525,122;523,124;521,126;521,128;521,130;521,132;521,134;521,136;521,138;521,140;521,142;521,144;521,146;522,148;524,150;525,152;527,154;529,156;531,158;533,159;535,160;537,160;539,160;541,160;543,160;545,160;547,160;549,160;551,159;553,158;555,158;557,156;559,154;559,152;560,150;562,148;563,146;563,144;563,142;563,140;563,138;563,136;563,134;563,132;563,130;563,128;561,127;560,125;559,123;557,121;555,119;553,117;551,116;549,116;547,116;545,116;543,116;541,116;539,116;534,116"
