track_id,boundary_type,boundary_frame,boundary_x,boundary_y,hand,endpoint_distance_px,recent_min_distance_px,endpoint_distance_normalized,recent_min_distance_normalized,n_synchronized_samples,motion,signed_trend,proximity_band,hand_evidence,post_contact,eligible_hand_set,preferred_hand,ambiguous,evidence_reason
1,START,17,949.921000,251.569000,LEFT,63.353306,60.215585,0.346443,0.329284,5,SEPARATING,7.001758,VERY_NEAR,1,0,{LEFT},LEFT,0,very_near
1,START,17,949.921000,251.569000,RIGHT,510.653113,455.422115,2.792468,2.490442,5,APPROACHING,-13.837419,FAR,0,0,{LEFT},LEFT,0,far
1,END,45,1079.362000,792.405000,LEFT,30.297664,13.504347,0.143215,0.063834,5,APPROACHING,-6.539381,VERY_NEAR,1,0,{LEFT},LEFT,0,very_near
1,END,45,1079.362000,792.405000,RIGHT,497.128703,465.890570,2.349890,2.202230,5,SEPARATING,7.936103,FAR,0,0,{LEFT},LEFT,0,far
2,START,17,864.848000,536.267000,LEFT,319.565908,319.565908,1.747522,1.747522,5,SEPARATING,29.427879,FAR,0,0,{},,0,far
2,START,17,864.848000,536.267000,RIGHT,230.439389,66.444092,1.260141,0.363345,5,APPROACHING,-41.077608,FAR,0,0,{},,0,far
2,END,25,842.492000,816.839000,LEFT,571.455815,437.249918,3.124758,2.390912,5,SEPARATING,34.212463,FAR,0,0,{RIGHT},RIGHT,0,far
2,END,25,842.492000,816.839000,RIGHT,54.382944,13.603383,0.297370,0.074384,5,APPROACHING,-2.037576,VERY_NEAR,1,0,{RIGHT},RIGHT,0,very_near
3,START,17,985.931000,757.552000,LEFT,505.041527,505.041527,2.566085,2.566085,1,INSUFFICIENT,,FAR,0,0,{},,0,far
3,START,17,985.931000,757.552000,RIGHT,70.484500,70.484500,0.358127,0.358127,1,INSUFFICIENT,,POSSIBLE,0,0,{},,0,insufficient motion
3,END,17,985.931000,757.552000,LEFT,505.041527,505.041527,2.566085,2.566085,1,INSUFFICIENT,,FAR,0,0,{},,0,far
3,END,17,985.931000,757.552000,RIGHT,70.484500,70.484500,0.358127,0.358127,1,INSUFFICIENT,,POSSIBLE,0,0,{},,0,insufficient motion
4,START,20,997.308000,639.500000,LEFT,392.947722,268.609224,2.205626,1.507711,5,APPROACHING,-31.324066,FAR,0,0,{},,0,far
4,START,20,997.308000,639.500000,RIGHT,155.991486,155.991486,0.875584,0.875584,5,SEPARATING,39.802637,FAR,0,0,{},,0,far
4,END,62,1082.157000,793.232000,LEFT,67.978819,67.978819,0.414515,0.414515,5,APPROACHING,-27.240965,POSSIBLE,1,0,{LEFT},LEFT,0,possible + approaching
4,END,62,1082.157000,793.232000,RIGHT,545.030638,388.739553,3.323439,2.370421,5,SEPARATING,39.152848,FAR,0,0,{LEFT},LEFT,0,far
5,START,28,821.636000,792.574000,LEFT,563.709771,563.709771,2.688955,2.688955,5,SEPARATING,11.945825,FAR,0,0,{RIGHT},RIGHT,0,far
5,START,28,821.636000,792.574000,RIGHT,33.488906,25.470495,0.159746,0.121497,5,APPROACHING,-1.132310,VERY_NEAR,1,0,{RIGHT},RIGHT,0,very_near
5,END,45,624.851000,534.482000,LEFT,504.409480,504.409480,2.384306,2.384306,5,APPROACHING,-5.164482,FAR,0,0,{RIGHT},RIGHT,0,far
5,END,45,624.851000,534.482000,RIGHT,27.746132,10.968426,0.131154,0.051847,5,SEPARATING,2.058319,VERY_NEAR,1,0,{RIGHT},RIGHT,0,very_near
6,START,48,993.702000,846.756000,LEFT,51.935730,44.079606,0.235070,0.199512,4,SEPARATING,1.357467,VERY_NEAR,1,0,{LEFT},LEFT,0,very_near
6,START,48,993.702000,846.756000,RIGHT,497.199116,488.790653,2.250411,2.212353,4,APPROACHING,-2.705509,FAR,0,0,{LEFT},LEFT,0,far
6,END,51,917.264000,813.658000,LEFT,58.950138,44.079606,0.266819,0.199512,4,SEPARATING,1.357467,VERY_NEAR,1,0,{LEFT},LEFT,0,very_near
6,END,51,917.264000,813.658000,RIGHT,488.790653,488.790653,2.212353,2.212353,4,APPROACHING,-2.705509,FAR,0,0,{LEFT},LEFT,0,far
7,START,56,890.283000,610.604000,LEFT,151.187143,151.187143,0.729034,0.729034,1,INSUFFICIENT,,FAR,0,0,{},,0,far
7,START,56,890.283000,610.604000,RIGHT,327.634812,327.634812,1.579877,1.579877,1,INSUFFICIENT,,FAR,0,0,{},,0,far
7,END,56,890.283000,610.604000,LEFT,151.187143,151.187143,0.729034,0.729034,1,INSUFFICIENT,,FAR,0,0,{},,0,far
7,END,56,890.283000,610.604000,RIGHT,327.634812,327.634812,1.579877,1.579877,1,INSUFFICIENT,,FAR,0,0,{},,0,far
8,START,59,1016.719000,321.916000,LEFT,447.572350,439.516833,2.677509,2.629318,5,APPROACHING,-2.024715,FAR,0,0,{},,0,far
8,START,59,1016.719000,321.916000,RIGHT,94.638775,84.609150,0.566157,0.506157,5,APPROACHING,-2.173457,POSSIBLE,0,0,{},,0,possible
8,END,84,749.971000,696.008000,LEFT,593.487448,523.545301,2.585090,2.280438,5,SEPARATING,17.985055,FAR,0,0,{RIGHT},RIGHT,0,far
8,END,84,749.971000,696.008000,RIGHT,26.183889,18.915034,0.114051,0.082389,5,APPROACHING,-3.299941,VERY_NEAR,1,0,{RIGHT},RIGHT,0,very_near
9,START,59,884.665000,499.557000,LEFT,285.762926,285.762926,1.709517,1.709517,5,SEPARATING,36.781372,FAR,0,0,{},,0,far
9,START,59,884.665000,499.557000,RIGHT,252.875809,176.063897,1.512777,1.053266,5,APPROACHING,-19.713657,FAR,0,0,{},,0,far
9,END,102,762.771000,797.807000,LEFT,625.300511,468.507956,3.439610,2.577137,5,SEPARATING,39.397677,FAR,0,0,{RIGHT},RIGHT,0,far
9,END,102,762.771000,797.807000,RIGHT,45.842658,45.842658,0.252168,0.252168,5,APPROACHING,-37.367034,VERY_NEAR,1,0,{RIGHT},RIGHT,0,very_near
10,START,76,1138.303000,839.043000,LEFT,93.913272,65.428960,0.420749,0.293134,5,APPROACHING,-6.454081,POSSIBLE,0,0,{},,0,possible
10,START,76,1138.303000,839.043000,RIGHT,626.138324,543.969393,2.805216,2.437084,5,APPROACHING,-21.875934,FAR,0,0,{},,0,far
