track_id,boundary_type,boundary_frame,boundary_x,boundary_y,hand,endpoint_distance_px,recent_min_distance_px,endpoint_distance_normalized,recent_min_distance_normalized,n_synchronized_samples,motion,signed_trend,proximity_band,hand_evidence,post_contact,eligible_hand_set,preferred_hand,ambiguous,evidence_reason
1,START,2,945.144000,216.351000,LEFT,291.912344,215.864875,1.613578,1.193217,5,APPROACHING,-19.139187,FAR,0,0,{},,0,far
1,START,2,945.144000,216.351000,RIGHT,569.172654,476.147081,3.146165,2.631956,5,APPROACHING,-22.782753,FAR,0,0,{},,0,far
1,END,37,1095.634000,807.835000,LEFT,390.241498,390.241498,2.158427,2.158427,5,APPROACHING,-4.870888,FAR,0,0,{RIGHT},RIGHT,0,far
1,END,37,1095.634000,807.835000,RIGHT,66.208288,66.205930,0.366198,0.366185,5,APPROACHING,-6.321166,POSSIBLE,1,0,{RIGHT},RIGHT,0,possible + approaching
2,START,2,1038.461000,841.878000,LEFT,345.190290,314.258850,1.908077,1.737100,5,APPROACHING,-7.718263,FAR,0,0,{RIGHT},RIGHT,0,far
2,START,2,1038.461000,841.878000,RIGHT,64.133423,62.243315,0.354505,0.344057,5,SEPARATING,4.159301,POSSIBLE,1,0,{RIGHT},RIGHT,0,possible + separating
2,END,120,814.483000,699.191000,LEFT,545.972683,430.149027,2.904404,2.288258,5,SEPARATING,29.455025,FAR,0,0,{RIGHT},RIGHT,0,far
2,END,120,814.483000,699.191000,RIGHT,44.701708,34.489377,0.237799,0.183473,5,APPROACHING,-14.293066,VERY_NEAR,1,0,{RIGHT},RIGHT,0,very_near
3,START,6,964.363000,510.098000,LEFT,93.015470,90.969544,0.516939,0.505569,5,SEPARATING,2.967940,POSSIBLE,1,0,{LEFT},LEFT,0,possible + separating
3,START,6,964.363000,510.098000,RIGHT,224.619251,187.124615,1.248336,1.039957,5,APPROACHING,-6.794739,FAR,0,0,{LEFT},LEFT,0,far
3,END,27,1034.731000,459.716000,LEFT,87.495921,87.495921,0.464981,0.464981,5,APPROACHING,-9.985702,POSSIBLE,1,0,{LEFT},LEFT,0,possible + approaching
3,END,27,1034.731000,459.716000,RIGHT,367.178923,362.839469,1.951305,1.928243,5,APPROACHING,-2.008103,FAR,0,0,{LEFT},LEFT,0,far
4,START,36,1007.831000,491.589000,LEFT,65.975664,65.975664,0.353717,0.353717,5,SEPARATING,2.659164,POSSIBLE,1,0,{LEFT},LEFT,0,possible + separating
4,START,36,1007.831000,491.589000,RIGHT,289.045210,268.330330,1.549666,1.438607,5,APPROACHING,-5.271306,FAR,0,0,{LEFT},LEFT,0,far
4,END,60,975.480000,451.427000,LEFT,83.552096,83.552096,0.453555,0.453555,5,APPROACHING,-15.900865,POSSIBLE,1,0,{LEFT},LEFT,0,possible + approaching
4,END,60,975.480000,451.427000,RIGHT,331.850587,331.222226,1.801421,1.798010,5,APPROACHING,-4.568004,FAR,0,0,{LEFT},LEFT,0,far
5,START,40,1128.528000,695.766000,LEFT,348.796032,289.580037,1.898623,1.576289,5,APPROACHING,-15.524404,FAR,0,0,{RIGHT},RIGHT,0,far
5,START,40,1128.528000,695.766000,RIGHT,63.707193,45.624300,0.346781,0.248350,5,SEPARATING,6.898558,VERY_NEAR,1,0,{RIGHT},RIGHT,0,very_near
5,END,100,1052.980000,858.825000,LEFT,369.764822,369.764822,2.010968,2.010968,5,APPROACHING,-2.203463,FAR,0,0,{},,0,far
5,END,100,1052.980000,858.825000,RIGHT,81.313309,77.110817,0.442223,0.419368,5,SEPARATING,1.198009,POSSIBLE,0,0,{},,0,possible
6,START,71,974.238000,482.734000,LEFT,82.847992,82.847992,0.457939,0.457939,2,INSUFFICIENT,3.487795,POSSIBLE,0,0,{},,0,insufficient motion
6,START,71,974.238000,482.734000,RIGHT,259.190883,245.542330,1.432667,1.357225,2,INSUFFICIENT,-6.824277,FAR,0,0,{},,0,far
6,END,73,979.840000,457.635000,LEFT,89.823582,82.847992,0.496496,0.457939,2,INSUFFICIENT,3.487795,POSSIBLE,0,0,{},,0,insufficient motion
6,END,73,979.840000,457.635000,RIGHT,245.542330,245.542330,1.357225,1.357225,2,INSUFFICIENT,-6.824277,FAR,0,0,{},,0,far
7,START,71,975.118000,482.688000,LEFT,82.272058,82.272058,0.451120,0.451120,5,SEPARATING,2.014008,POSSIBLE,1,0,{LEFT},LEFT,0,possible + separating
7,START,71,975.118000,482.688000,RIGHT,259.012343,240.407297,1.420234,1.318218,5,APPROACHING,-3.806832,FAR,0,0,{LEFT},LEFT,0,far
7,END,93,1024.638000,467.424000,LEFT,83.439383,83.439383,0.445623,0.445623,5,APPROACHING,-10.940045,POSSIBLE,1,0,{LEFT},LEFT,0,possible + approaching
7,END,93,1024.638000,467.424000,RIGHT,342.518474,338.944989,1.829282,1.810197,5,APPROACHING,-2.011872,FAR,0,0,{LEFT},LEFT,0,far
8,START,102,998.490000,522.409000,LEFT,86.266672,85.671559,0.469770,0.466529,5,SEPARATING,3.401510,POSSIBLE,1,0,{LEFT},LEFT,0,possible + separating
8,START,102,998.490000,522.409000,RIGHT,237.181468,186.251355,1.291585,1.014242,5,APPROACHING,-8.580089,FAR,0,0,{LEFT},LEFT,0,far
8,END,120,1023.623000,413.623000,LEFT,192.169908,188.213970,1.022284,1.001239,5,NEUTRAL,0.042801,FAR,0,0,{},,0,far
8,END,120,1023.623000,413.623000,RIGHT,309.277181,286.777993,1.645258,1.525569,5,SEPARATING,5.653544,FAR,0,0,{},,0,far
9,START,103,1122.201000,765.985000,LEFT,331.565715,278.356449,1.784386,1.498030,5,APPROACHING,-13.494057,FAR,0,0,{},,0,far
9,START,103,1122.201000,765.985000,RIGHT,67.557872,56.540977,0.363576,0.304286,5,APPROACHING,-2.412560,POSSIBLE,0,0,{},,0,possible
9,END,120,1063.446000,225.982000,LEFT,90.054435,61.244874,0.479061,0.325804,5,APPROACHING,-0.978210,POSSIBLE,1,1,{LEFT},LEFT,0,possible + recent very_near (post_contact)
9,END,120,1063.446000,225.982000,RIGHT,490.739192,388.588044,2.610579,2.067167,5,SEPARATING,25.541403,FAR,0,0,{LEFT},LEFT,0,far
