source_tracklet,candidate_tracklet,gap_frames,predicted_x,predicted_y,candidate_start_x,candidate_start_y,prediction_error,source_end_frame,candidate_start_frame,end_velocity_x,end_velocity_y,candidate_rank
3,26,2,607.270000,525.530000,614.960000,441.865000,84.017667,635,638,-3.419000,6.361000,1
6,7,3,622.393000,534.336000,617.238000,441.802000,92.677479,88,92,-2.015000,8.037000,1
6,8,6,616.348000,558.447000,542.034000,425.538000,152.274006,88,95,-2.015000,8.037000,2
8,9,7,626.129000,494.491000,601.207000,310.229000,185.939750,109,117,3.886000,1.646000,1
9,12,3,628.192000,506.364000,545.390000,422.620000,117.767690,174,178,-2.842000,5.160000,1
10,28,2,611.398000,417.387000,605.331000,340.397000,77.228677,729,732,-0.982000,-4.887000,1
11,13,3,565.962000,538.875000,573.957000,395.150000,143.947197,249,253,0.775000,5.701000,1
12,14,4,621.671000,554.603000,615.947000,425.019000,129.710359,260,265,-1.060000,8.884000,1
13,15,0,600.879000,442.119000,611.401000,368.684000,74.184983,324,325,-2.950000,-2.814000,1
14,24,9,549.256000,601.334000,582.821000,390.150000,213.834728,473,483,0.716000,9.269000,1
15,23,4,606.228000,543.283000,539.633000,449.817000,114.764050,463,468,-2.959000,7.328000,1
16,17,7,640.980000,468.227000,845.093000,45.780000,469.173299,342,350,-0.853000,2.059000,1
17,19,10,845.039000,45.793000,844.456000,45.625000,0.606723,353,364,-0.004000,0.001000,1
17,18,9,845.043000,45.792000,653.429000,413.858000,414.956028,353,363,-0.004000,0.001000,2
21,22,6,557.723000,512.421000,656.316000,399.823000,149.662585,443,450,0.886000,5.494000,1
23,24,5,590.694000,553.075000,582.821000,390.150000,163.115112,477,483,3.258000,6.672000,1
31,32,6,632.295000,469.490000,595.409000,319.916000,154.055050,856,863,4.793000,-0.571000,1
