source_tracklet,candidate_tracklet,gap_frames,predicted_x,predicted_y,candidate_start_x,candidate_start_y,prediction_error,source_end_frame,candidate_start_frame,end_velocity_x,end_velocity_y,candidate_rank
3,12,3,552.552000,540.783000,568.969000,460.477000,81.966893,416,420,1.342000,8.449000,1
4,8,1,616.133000,522.672000,620.076000,434.331000,88.428952,233,235,-2.880000,6.364000,1
5,13,2,620.464000,521.782000,617.673000,427.094000,94.729124,433,436,-1.807000,5.754000,1
5,14,7,611.429000,550.552000,844.478000,45.111000,556.581028,433,441,-1.807000,5.754000,2
6,9,4,564.274000,551.752000,573.646000,395.319000,156.713490,248,253,0.707000,6.495000,1
7,15,4,566.442000,547.627000,576.316000,432.200000,115.848557,475,480,2.069000,7.459000,1
8,10,0,579.680000,491.180000,571.315000,415.677000,75.964967,307,308,4.165000,1.589000,1
10,22,6,632.405000,225.052000,844.333000,45.129000,278.003171,633,640,1.143000,0.934000,1
11,19,4,651.950000,533.151000,626.193000,456.705000,80.668544,601,606,-0.383000,9.241000,1
12,28,2,616.182000,423.041000,592.197000,341.411000,85.080768,858,861,4.257000,-4.637000,1
13,16,2,575.151000,496.541000,577.816000,408.353000,88.228258,506,509,2.922000,0.623000,1
16,26,3,624.867000,531.346000,617.026000,440.008000,91.673941,721,725,0.074000,7.157000,1
17,18,4,844.669000,45.713000,552.067000,426.378000,480.126830,575,580,-0.004000,0.009000,1
24,25,9,611.231000,531.120000,844.569000,45.156000,539.080357,690,700,-2.643000,6.779000,1
29,30,8,617.890000,243.808000,580.052000,416.502000,176.790644,874,883,1.732000,-0.163000,1
