source_tracklet,candidate_tracklet,gap_frames,predicted_x,predicted_y,candidate_start_x,candidate_start_y,prediction_error,source_end_frame,candidate_start_frame,end_velocity_x,end_velocity_y,candidate_rank
1,8,1,591.199000,495.123000,843.954000,45.781000,515.551475,51,53,3.694000,1.420000,1
4,14,0,584.150000,507.220000,659.089000,415.410000,118.511307,164,165,3.410000,4.658000,1
7,16,5,550.962000,561.350000,677.658000,415.354000,193.304704,187,193,0.330000,8.721000,1
9,13,6,591.198000,547.460000,552.781000,459.709000,95.791982,149,156,-3.813000,5.981000,1
10,11,7,625.918000,492.521000,601.207000,310.229000,183.959253,109,117,3.878000,1.519000,1
11,17,2,565.187000,533.174000,571.688000,410.103000,123.242582,249,252,0.775000,5.701000,1
12,20,2,618.762000,534.093000,844.563000,45.844000,537.934176,291,294,-2.123000,8.164000,1
15,18,4,622.780000,556.227000,615.947000,425.019000,131.385803,260,265,-0.949000,9.046000,1
17,22,6,583.179000,425.235000,556.662000,480.673000,61.453422,324,331,-2.950000,-2.814000,1
17,21,0,600.879000,442.119000,611.401000,368.684000,74.184983,324,325,-2.950000,-2.814000,2
18,23,2,579.926000,528.634000,650.365000,445.577000,108.904169,336,339,2.755000,4.719000,1
19,42,9,604.391000,383.808000,650.985000,387.474000,46.737997,729,739,-0.995000,-4.849000,1
19,41,2,611.356000,417.751000,605.331000,340.397000,77.588285,729,732,-0.995000,-4.849000,2
21,30,3,605.181000,527.537000,539.633000,449.817000,101.670737,464,468,-3.041000,6.095000,1
22,31,0,557.724000,517.266000,650.746000,386.072000,160.825863,475,476,2.452000,6.799000,1
22,32,7,574.888000,564.859000,582.821000,390.150000,174.889014,475,483,2.452000,6.799000,2
23,24,7,640.980000,468.227000,845.093000,45.782000,469.171498,342,350,-0.853000,2.059000,1
24,25,6,845.094000,45.611000,844.458000,45.647000,0.637018,353,360,0.000000,-0.017000,1
24,26,9,845.094000,45.560000,653.429000,413.858000,415.185367,353,363,0.000000,-0.017000,2
29,43,1,620.628000,524.164000,527.027000,427.564000,134.509134,753,755,-2.416000,7.150000,1
30,32,5,589.008000,553.449000,582.821000,390.150000,163.416163,477,483,3.143000,6.698000,1
32,38,5,594.204000,479.015000,634.673000,474.070000,40.770001,624,630,3.382000,-0.580000,1
32,37,0,577.294000,481.915000,844.065000,45.698000,511.323809,624,625,3.382000,-0.580000,2
35,36,9,842.819000,45.309000,544.667000,398.361000,462.104241,597,607,-0.109000,-0.032000,1
36,40,8,601.855000,523.871000,542.136000,470.057000,80.388467,694,703,-2.765000,3.249000,1
40,45,7,629.757000,542.309000,521.858000,428.186000,157.054937,777,785,-2.772000,6.499000,1
43,44,5,544.527000,493.434000,664.354000,396.453000,154.155195,760,766,1.611000,6.049000,1
47,48,6,630.468000,469.049000,595.409000,319.916000,153.198516,856,863,4.654000,-0.611000,1
