source_tracklet,candidate_tracklet,gap_frames,predicted_x,predicted_y,candidate_start_x,candidate_start_y,prediction_error,source_end_frame,candidate_start_frame,end_velocity_x,end_velocity_y,candidate_rank
1,10,3,642.561000,477.128000,637.556000,458.379000,19.405541,107,111,0.971000,11.163000,1
1,11,3,642.561000,477.128000,592.300000,382.924000,106.773413,107,111,0.971000,11.163000,2
2,6,8,680.859000,569.197000,620.057000,454.538000,129.782778,25,34,1.167000,11.249000,1
3,7,2,621.613000,535.241000,618.424000,444.946000,90.351296,60,63,-1.879000,9.124000,1
5,8,6,558.628000,564.089000,580.234000,390.379000,175.048517,76,83,0.466000,7.817000,1
6,10,10,537.832000,616.045000,637.556000,458.379000,186.556811,100,111,-0.205000,11.214000,1
6,9,1,539.677000,515.119000,603.304000,311.287000,213.531916,100,102,-0.205000,11.214000,2
6,11,10,537.832000,616.045000,592.300000,382.924000,239.399590,100,111,-0.205000,11.214000,3
7,12,2,619.229000,535.842000,626.626000,432.722000,103.384960,203,206,-4.316000,8.767000,1
8,13,4,562.082000,553.979000,573.151000,448.078000,106.477906,217,222,2.321000,8.985000,1
11,15,6,556.683000,572.172000,573.646000,395.319000,177.664648,246,253,0.156000,7.965000,1
13,21,6,631.900000,558.989000,617.673000,427.094000,132.660087,429,436,-0.970000,9.322000,1
14,17,7,548.296000,569.438000,573.529000,401.563000,169.760773,301,309,1.183000,8.581000,1
15,18,4,630.435000,530.823000,618.207000,438.479000,93.150085,315,320,-2.038000,8.299000,1
17,26,5,594.818000,477.134000,611.710000,319.882000,158.156667,523,529,-2.750000,0.103000,1
18,23,4,588.027000,323.706000,604.524000,306.258000,24.012158,470,475,-3.135000,-11.021000,1
19,23,1,543.224000,529.067000,604.524000,306.258000,231.087733,473,475,0.729000,9.391000,1
20,29,2,607.023000,527.940000,614.922000,441.845000,86.456597,635,638,-3.435000,6.561000,1
21,22,6,614.323000,397.384000,603.081000,306.039000,92.034187,439,446,-0.335000,-2.971000,1
22,25,9,550.933000,582.247000,583.440000,368.877000,215.832023,502,512,0.612000,7.069000,1
23,27,5,651.583000,542.331000,623.487000,445.661000,100.670125,601,607,-0.382000,9.236000,1
24,28,7,521.615000,573.801000,566.614000,473.219000,110.189150,613,621,-1.671000,12.040000,1
25,30,3,559.179000,538.545000,571.054000,452.710000,86.652541,648,652,2.044000,8.004000,1
27,31,8,535.812000,572.068000,572.608000,401.351000,174.637452,677,686,0.091000,8.458000,1
28,36,4,542.031000,552.328000,567.837000,463.233000,92.757041,763,768,1.081000,8.999000,1
29,33,10,599.728000,484.030000,617.038000,437.954000,49.220259,714,725,2.650000,0.210000,1
29,32,3,581.178000,482.560000,577.886000,353.553000,129.048996,714,718,2.650000,0.210000,2
30,33,3,623.804000,531.177000,617.038000,437.954000,93.468211,721,725,-0.047000,7.088000,1
30,34,10,623.475000,580.793000,605.445000,341.270000,240.200642,721,732,-0.047000,7.088000,2
31,35,6,650.268000,561.810000,619.869000,422.664000,142.427906,748,755,-0.063000,10.569000,1
32,41,9,659.115000,378.275000,624.455000,420.116000,54.332172,858,868,5.126000,-5.485000,1
32,40,2,623.233000,416.670000,592.197000,341.411000,81.407312,858,861,5.126000,-5.485000,2
33,34,3,613.896000,414.246000,605.445000,341.270000,73.463705,728,732,-0.449000,-3.387000,1
35,39,8,620.633000,498.413000,602.829000,310.480000,188.774455,827,836,3.586000,1.070000,1
35,38,3,602.703000,493.063000,630.467000,232.498000,262.039995,827,831,3.586000,1.070000,2
38,41,9,678.478000,587.324000,624.455000,420.116000,175.718524,858,868,0.886000,11.035000,1
38,40,2,672.276000,510.079000,592.197000,341.411000,186.712454,858,861,0.886000,11.035000,2
39,43,1,627.690000,533.003000,626.863000,450.363000,82.644138,893,895,-4.123000,8.346000,1
