source_tracklet,candidate_tracklet,gap_frames,predicted_x,predicted_y,candidate_start_x,candidate_start_y,prediction_error,source_end_frame,candidate_start_frame,end_velocity_x,end_velocity_y,candidate_rank
1,7,3,585.027000,592.526000,641.773000,432.440000,169.845918,24,28,2.230000,-3.041000,1
1,6,2,582.797000,595.567000,558.570000,398.264000,198.784862,24,27,2.230000,-3.041000,2
2,5,1,997.290000,578.276000,859.624000,519.971000,149.503848,17,19,19.839000,10.098000,1
2,7,10,1175.841000,669.158000,641.773000,432.440000,584.178089,17,28,19.839000,10.098000,2
2,6,9,1156.002000,659.060000,558.570000,398.264000,651.873874,17,27,19.839000,10.098000,3
4,11,1,738.297000,440.808000,730.621000,349.819000,91.312207,102,104,2.329000,-14.600000,1
6,13,1,622.895000,523.040000,668.648000,428.138000,105.355240,127,129,5.734000,-7.410000,1
6,12,0,617.161000,530.450000,574.025000,393.208000,143.861326,127,128,5.734000,-7.410000,2
7,8,3,988.256000,404.428000,861.046000,510.559000,165.668866,60,64,31.780000,-1.699000,1
8,9,3,889.961000,548.634000,670.150000,453.851000,239.375631,73,77,1.728000,2.334000,1
9,11,0,534.450000,440.726000,730.621000,349.819000,216.210878,103,104,12.229000,-4.803000,1
10,13,0,769.246000,425.014000,668.648000,428.138000,100.646495,128,129,-9.594000,-4.962000,1
11,18,10,691.995000,516.683000,653.958000,538.218000,43.710063,183,194,5.191000,8.638000,1
11,17,5,666.040000,473.493000,653.931000,566.291000,93.584703,183,189,5.191000,8.638000,2
12,20,2,509.087000,772.082000,466.019000,578.896000,197.928480,223,226,1.206000,33.628000,1
12,19,2,509.087000,772.082000,606.150000,401.994000,382.604696,223,226,1.206000,33.628000,2
13,15,0,624.132000,522.367000,583.980000,360.179000,167.084202,154,155,6.773000,-6.476000,1
13,16,9,685.089000,464.083000,585.518000,160.971000,319.047439,154,164,6.773000,-6.476000,2
14,15,3,44.484000,674.135000,583.980000,360.179000,624.198930,151,155,-5.703000,0.576000,1
15,16,3,585.033000,218.014000,585.518000,160.971000,57.045062,160,164,0.109000,-14.371000,1
16,18,7,596.921000,392.894000,653.958000,538.218000,156.116253,186,194,0.421000,14.287000,1
16,17,2,594.816000,321.459000,653.931000,566.291000,251.867607,186,189,0.421000,14.287000,2
17,23,7,537.137000,524.355000,649.135000,535.717000,112.572852,250,258,-1.272000,23.281000,1
18,19,4,526.636000,266.857000,606.150000,401.994000,156.794403,221,226,-11.376000,-13.682000,1
18,20,4,526.636000,266.857000,466.019000,578.896000,317.872236,221,226,-11.376000,-13.682000,2
19,22,3,596.259000,334.333000,594.003000,470.685000,136.370662,239,243,-0.479000,-3.135000,1
19,21,2,596.738000,337.468000,457.326000,211.655000,187.788756,239,242,-0.479000,-3.135000,2
20,21,3,400.945000,370.131000,457.326000,211.655000,168.206598,238,242,-4.002000,-14.418000,1
20,22,4,396.943000,355.713000,594.003000,470.685000,228.147330,238,243,-4.002000,-14.418000,2
21,26,9,598.359000,574.575000,130.227000,665.919000,476.960476,340,350,1.046000,9.238000,1
22,29,3,645.237000,19.860000,645.615000,23.903000,4.060632,391,395,0.251000,0.185000,1
22,30,7,646.241000,20.600000,662.156000,262.632000,242.554687,391,399,0.251000,0.185000,2
23,25,3,640.931000,291.592000,130.244000,665.905000,633.175674,331,335,-2.192000,-2.706000,1
24,25,4,130.342000,665.478000,130.244000,665.905000,0.438102,330,335,0.011000,-0.039000,1
25,26,9,130.261000,665.847000,130.227000,665.919000,0.079624,340,350,0.001000,-0.004000,1
27,30,1,575.646000,584.410000,662.156000,262.632000,333.204234,397,399,-1.283000,-0.994000,1
28,30,8,653.877000,258.600000,662.156000,262.632000,9.208630,390,399,0.299000,-0.345000,1
28,29,4,652.681000,259.980000,645.615000,23.903000,236.182722,390,395,0.299000,-0.345000,2
29,35,7,667.803000,455.634000,677.690000,442.695000,16.284056,459,467,0.282000,8.555000,1
30,32,5,692.421000,339.407000,691.276000,345.824000,6.518352,426,432,0.882000,2.988000,1
30,31,4,691.539000,336.419000,534.214000,331.039000,157.416962,426,431,0.882000,2.988000,2
30,33,7,694.185000,345.383000,94.614000,673.472000,683.467465,426,434,0.882000,2.988000,3
31,37,7,485.259000,569.531000,465.691000,538.582000,36.616215,595,603,-0.233000,3.868000,1
35,36,3,627.529000,338.155000,630.814000,345.699000,8.228193,577,581,-1.757000,-1.371000,1
36,37,1,623.668000,332.360000,465.691000,538.582000,259.777300,601,603,-0.198000,-1.489000,1
37,43,2,461.802000,856.780000,406.281000,649.979000,214.124345,784,787,1.493000,35.286000,1
39,42,3,573.112000,616.426000,574.641000,628.163000,11.836174,721,725,-1.283000,1.988000,1
42,47,1,654.136000,811.165000,634.353000,685.750000,126.965701,878,880,-1.385000,23.510000,1
42,49,10,641.671000,1022.755000,589.817000,449.564000,575.531719,878,889,-1.385000,23.510000,2
42,48,8,644.441000,975.735000,94.614000,673.200000,627.564464,878,887,-1.385000,23.510000,3
46,49,1,733.613000,706.710000,589.817000,449.564000,294.620697,887,889,7.873000,13.042000,1
46,50,2,741.486000,719.752000,657.709000,433.374000,298.380537,887,890,7.873000,13.042000,2
49,52,7,879.271000,823.509000,722.943000,411.999000,440.203275,950,958,10.665000,13.824000,1
50,54,4,798.226000,509.226000,739.709000,489.940000,61.613222,965,970,7.953000,1.350000,1
51,54,5,565.234000,1103.224000,739.709000,489.940000,637.619628,964,970,3.925000,38.474000,1
54,55,2,670.685000,479.007000,599.970000,502.468000,74.505233,975,978,-8.785000,-1.387000,1
57,58,2,275.382000,450.852000,377.723000,507.069000,116.764855,1040,1043,-28.876000,-0.763000,1
