source_tracklet,candidate_tracklet,gap_frames,predicted_x,predicted_y,candidate_start_x,candidate_start_y,prediction_error,source_end_frame,candidate_start_frame,end_velocity_x,end_velocity_y,candidate_rank
1,14,4,624.278000,557.961000,616.251000,425.120000,133.083297,260,265,-0.816000,9.192000,1
2,8,0,539.829000,515.687000,603.304000,311.287000,214.029053,101,102,-0.215000,11.175000,1
2,9,9,537.894000,616.262000,592.300000,382.924000,239.596818,101,111,-0.215000,11.175000,2
3,6,2,621.613000,535.241000,618.424000,444.946000,90.351296,60,63,-1.879000,9.124000,1
5,7,0,578.129000,480.899000,580.234000,390.379000,90.544472,82,83,1.949000,0.621000,1
6,10,2,619.229000,535.848000,626.626000,432.722000,103.390945,203,206,-4.316000,8.769000,1
7,11,3,571.850000,546.847000,573.151000,448.078000,98.777568,218,222,3.086000,8.426000,1
8,12,8,615.320000,570.957000,615.347000,378.984000,191.973002,230,239,-2.227000,7.834000,1
9,13,6,556.893000,570.482000,573.646000,395.319000,175.962324,246,253,0.172000,7.836000,1
11,20,4,627.388000,553.958000,617.673000,427.094000,127.235434,431,436,-1.196000,9.070000,1
12,16,2,573.144000,506.798000,571.315000,415.677000,91.139354,305,308,3.574000,3.002000,1
13,17,4,630.435000,530.823000,618.207000,438.479000,93.150085,315,320,-2.038000,8.299000,1
14,15,5,614.361000,398.893000,601.177000,312.203000,87.686795,268,274,-0.210000,-2.914000,1
16,25,3,599.142000,416.074000,611.915000,320.615000,96.309762,525,529,-2.433000,-4.303000,1
17,22,4,587.470000,323.701000,604.524000,306.258000,24.394613,470,475,-3.171000,-11.022000,1
18,23,8,548.110000,595.608000,580.983000,404.257000,194.154164,473,482,0.697000,9.510000,1
18,22,1,543.231000,529.038000,604.524000,306.258000,231.057915,473,475,0.697000,9.510000,2
19,30,2,607.023000,527.940000,614.922000,441.845000,86.456597,635,638,-3.435000,6.561000,1
20,21,4,614.993000,403.326000,605.745000,326.845000,77.038100,439,444,-0.335000,-2.971000,1
21,24,4,561.443000,542.674000,577.816000,408.353000,135.315210,504,509,1.508000,5.735000,1
22,27,5,651.589000,542.323000,623.487000,445.661000,100.664118,601,607,-0.381000,9.235000,1
23,28,3,539.099000,525.156000,561.924000,481.691000,49.093654,615,619,-0.223000,9.525000,1
24,34,3,624.678000,530.472000,617.026000,440.008000,90.787050,721,725,0.035000,7.022000,1
24,35,10,624.923000,579.626000,605.445000,341.270000,239.150528,721,732,0.035000,7.022000,2
26,30,4,630.119000,223.172000,614.922000,441.845000,219.200433,633,638,1.143000,0.933000,1
27,31,4,560.608000,538.795000,568.826000,432.685000,106.427758,679,684,2.414000,6.928000,1
27,32,5,563.022000,545.723000,648.402000,434.743000,140.022515,679,685,2.414000,6.928000,2
30,34,10,599.728000,484.030000,617.026000,440.008000,47.298597,714,725,2.650000,0.210000,1
30,33,3,581.178000,482.560000,577.886000,353.553000,129.048996,714,718,2.650000,0.210000,2
31,41,1,627.690000,533.003000,626.863000,450.363000,82.644138,893,895,-4.123000,8.346000,1
33,39,8,647.093000,389.531000,626.288000,433.664000,48.791082,858,867,4.634000,-5.073000,1
33,38,2,619.289000,419.969000,592.197000,341.411000,83.098350,858,861,4.634000,-5.073000,2
34,35,3,613.862000,420.358000,605.445000,341.270000,79.534632,728,732,-0.452000,-2.807000,1
35,36,6,527.911000,584.108000,577.491000,422.757000,168.796687,792,799,0.311000,10.624000,1
37,39,5,647.069000,550.226000,626.288000,433.664000,118.399957,861,867,-1.057000,9.385000,1
